dataset,task_type,model,seed,features,fi_mean,fi_pval,val_score,test_score
higgs,shuffle_hard,BaggedNNFastAiTabularModel,0,"['m_bb', 'm_wbb', 'm_wwbb', 'm_jjj', 'jet_1_pt', 'lepton_pT', 'm_jlv', 'missing_energy_magnitude', 'm_jj', 'lepton_eta', 'jet_2_pt', 'jet_1_eta', 'jet_1_b-tag', 'jet_3_pt', 'm_lv', 'jet_2_eta', 'jet_2_b-tag', 'jet_4_pt', 'jet_3_b-tag', 'jet_3_eta', 'jet_4_b-tag', 'jet_4_eta', 'noise_14', 'noise_23', 'noise_20', 'jet_2_phi', 'noise_22', 'noise_21', 'noise_12', 'noise_10', 'noise_6', 'noise_13', 'noise_28', 'jet_1_phi', 'jet_3_phi', 'noise_1', 'noise_25', 'noise_7', 'jet_4_phi', 'noise_18', 'noise_16', 'noise_27', 'noise_3', 'lepton_phi', 'noise_26', 'noise_8', 'noise_2', 'noise_19', 'noise_24', 'noise_4', 'noise_9', 'noise_15', 'noise_17', 'noise_11', 'noise_5', 'missing_energy_phi']","[0.0981, 0.078, 0.069, 0.0432, 0.0408, 0.0408, 0.0392, 0.0253, 0.0234, 0.0228, 0.0218, 0.012, 0.0114, 0.0094, 0.009, 0.0073, 0.0064, 0.0057, 0.0047, 0.0034, 0.0027, 0.0021, 0.0007, 0.0006, 0.0006, 0.0006, 0.0005, 0.0005, 0.0004, 0.0003, 0.0003, 0.0003, 0.0003, 0.0003, 0.0003, 0.0003, 0.0002, 0.0002, 0.0002, 0.0002, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0001, -0.0002, -0.0003, -0.0003]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0001, 0.0, 0.0016, 0.0031, 0.0004, 0.0031, 0.0076, 0.0576, 0.0447, 0.0148, 0.0594, 0.0019, 0.1516, 0.0876, 0.1526, 0.017, 0.1855, 0.2088, 0.2085, 0.1818, 0.2955, 0.3413, 0.3112, 0.0331, 0.0119, 0.361, 0.1546, 0.3309, 0.4487, 0.4182, 0.4816, 0.5, 0.5, 0.539, 0.5799, 0.6754, 0.7713, 0.8322, 0.8169]",0.7558,0.759
airlines,original,LGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'Flight']","[0.0891, 0.0341, 0.0331, 0.0153, 0.0111, 0.006, 0.0006]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0466]",0.6676,0.6676
airlines,original,BaggedLGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'Flight']","[0.0948, 0.0428, 0.0425, 0.0285, 0.0156, 0.0066, 0.0013]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0071]",0.6679,0.6714
airlines,original,NNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'Flight']","[0.0819, 0.0403, 0.0368, 0.0182, 0.0151, 0.013, 0.0051]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016]",0.6656,0.6672
airlines,original,BaggedNNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'Flight']","[0.0917, 0.0595, 0.0502, 0.0392, 0.0248, 0.0127, 0.0067]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001]",0.6656,0.6694
airlines,normal_easy,LGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_2', 'noise_1']","[0.0882, 0.0351, 0.034, 0.0157, 0.0113, 0.0072, 0.0007, 0.0004, -0.0006]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0482, 0.2991, 0.9733]",0.6676,0.6678
airlines,normal_easy,BaggedLGBModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'noise_2', 'noise_1', 'Flight']","[0.0972, 0.0493, 0.0465, 0.0347, 0.0197, 0.0079, 0.0028, 0.0011, 0.0011]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0296, 0.0134]",0.6661,0.6674
airlines,normal_easy,NNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_1', 'noise_2']","[0.0811, 0.0397, 0.0374, 0.0198, 0.0142, 0.0121, 0.0051, 0.0004, 0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023, 0.0691, 0.348]",0.6656,0.6666
airlines,normal_easy,BaggedNNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_2', 'noise_1']","[0.0913, 0.0558, 0.0514, 0.0392, 0.0256, 0.0126, 0.0077, 0.0005, 0.0003]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019, 0.1081]",0.6664,0.6697
airlines,normal_hard,LGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'noise_7', 'noise_3', 'noise_1', 'noise_5', 'noise_6', 'Flight', 'noise_2', 'noise_4']","[0.0883, 0.0321, 0.0304, 0.0144, 0.0089, 0.0045, 0.0001, 0.0001, 0.0001, 0.0001, 0.0, 0.0, 0.0, -0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0001, 0.0023, 0.2532, 0.1866, 0.1347, 0.0967, 0.1717, 0.5, 0.5, 0.6644]",0.6653,0.6655
airlines,normal_hard,BaggedLGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_7', 'noise_2', 'noise_1', 'noise_3', 'noise_6', 'noise_5', 'noise_4']","[0.0956, 0.0426, 0.0394, 0.0256, 0.014, 0.0079, 0.0003, 0.0003, 0.0001, 0.0001, 0.0, -0.0, -0.0, -0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0581, 0.1303, 0.0691, 0.0406, 0.3309, 0.5, 0.6608, 0.8283]",0.6657,0.6675
airlines,normal_hard,NNFastAiTabularModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_7', 'noise_5', 'noise_2', 'noise_3', 'noise_6', 'noise_4', 'noise_1']","[0.0776, 0.0371, 0.037, 0.0177, 0.0134, 0.0096, 0.0048, 0.0007, 0.0005, 0.0004, 0.0002, 0.0002, -0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0063, 0.0651, 0.3273, 0.2361, 0.2439, 0.0556, 0.5157, 0.5288]",0.6657,0.6674
airlines,normal_hard,BaggedNNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_2', 'noise_7', 'noise_3', 'noise_1', 'noise_5', 'noise_4', 'noise_6']","[0.0905, 0.0537, 0.053, 0.0379, 0.0225, 0.0113, 0.0047, 0.0005, 0.0003, 0.0001, 0.0, 0.0, -0.0001, -0.0002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018, 0.1406, 0.1855, 0.3416, 0.4654, 0.4902, 0.5709, 0.9736]",0.6654,0.6695
airlines,shuffle_easy,LGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'noise_1', 'Flight', 'noise_2']","[0.0891, 0.0355, 0.0337, 0.0168, 0.0116, 0.0053, 0.002, 0.0002, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0024, 0.0057, 0.279, 0.4405]",0.6669,0.6675
airlines,shuffle_easy,BaggedLGBModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'noise_1', 'Flight', 'noise_2']","[0.0964, 0.0473, 0.0459, 0.0323, 0.0165, 0.0069, 0.0033, 0.0007, 0.0004]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0599, 0.0729]",0.6658,0.6675
airlines,shuffle_easy,NNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'Length', 'DayOfWeek', 'Flight', 'noise_1', 'noise_2']","[0.084, 0.0409, 0.0402, 0.018, 0.0146, 0.0135, 0.005, 0.0007, 0.0002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.2524, 0.1222]",0.6653,0.6667
airlines,shuffle_easy,BaggedNNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_1', 'noise_2']","[0.0945, 0.0592, 0.0535, 0.0403, 0.0245, 0.0155, 0.0069, 0.0043, -0.0004]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9468]",0.6652,0.6703
airlines,shuffle_hard,LGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'noise_3', 'Flight', 'noise_2', 'noise_5', 'noise_6', 'noise_7', 'noise_1', 'noise_4']","[0.0869, 0.0327, 0.0279, 0.0137, 0.0074, 0.0055, 0.0004, 0.0003, 0.0001, 0.0, 0.0, 0.0, -0.0001, -0.0011]","[0.0, 0.0, 0.0, 0.0, 0.0001, 0.0025, 0.2982, 0.0047, 0.0406, 0.5, 0.5, 0.5, 0.6392, 0.8898]",0.6628,0.6631
airlines,shuffle_hard,BaggedLGBModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'noise_4', 'Length', 'noise_3', 'noise_1', 'noise_2', 'noise_6', 'noise_5', 'noise_7', 'Flight']","[0.1003, 0.0444, 0.0417, 0.0262, 0.0137, 0.0081, 0.0079, 0.0069, 0.0004, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0678, 0.1717, 0.1717, 0.5, 0.5, 0.59]",0.6623,0.6636
airlines,shuffle_hard,NNFastAiTabularModel,0,"['Airline', 'Time', 'AirportFrom', 'AirportTo', 'DayOfWeek', 'Length', 'Flight', 'noise_3', 'noise_7', 'noise_2', 'noise_5', 'noise_6', 'noise_4', 'noise_1']","[0.0768, 0.0353, 0.0347, 0.0143, 0.0134, 0.0099, 0.0033, 0.0011, 0.0001, 0.0001, 0.0, -0.0, -0.0005, -0.0007]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037, 0.1151, 0.384, 0.2989, 0.4802, 0.5, 0.7009, 0.8938]",0.6569,0.6565
airlines,shuffle_hard,BaggedNNFastAiTabularModel,0,"['Airline', 'AirportFrom', 'Time', 'AirportTo', 'DayOfWeek', 'noise_3', 'noise_4', 'Length', 'Flight', 'noise_1', 'noise_5', 'noise_2', 'noise_7', 'noise_6']","[0.0932, 0.0555, 0.0519, 0.0349, 0.0245, 0.0178, 0.0159, 0.0147, 0.0061, 0.0017, 0.0006, 0.0003, 0.0002, -0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0159, 0.0385, 0.086, 0.2675, 0.707]",0.6589,0.6639
adult,original,LGBModel,0,"['capitalgain', 'education-num', 'occupation', 'marital-status', 'age', 'relationship', 'hoursperweek', 'capitalloss', 'fnlwgt', 'workclass', 'education', 'sex', 'native-country', 'race']","[0.0368, 0.0246, 0.0234, 0.0225, 0.0163, 0.0157, 0.01, 0.0046, 0.0024, 0.0023, 0.0012, 0.0012, 0.0007, -0.0002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0007, 0.0005, 0.0, 0.0335, 0.8896]",0.8526,0.8623
adult,original,BaggedLGBModel,0,"['capitalgain', 'education-num', 'occupation', 'marital-status', 'relationship', 'age', 'hoursperweek', 'workclass', 'capitalloss', 'fnlwgt', 'native-country', 'education', 'race', 'sex']","[0.0372, 0.0303, 0.0274, 0.0249, 0.0194, 0.0174, 0.0108, 0.0063, 0.0047, 0.0035, 0.0028, 0.0013, 0.0008, 0.0007]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0039, 0.0007, 0.03]",0.8591,0.8624
adult,original,NNFastAiTabularModel,0,"['capitalgain', 'marital-status', 'education-num', 'occupation', 'age', 'hoursperweek', 'relationship', 'capitalloss', 'workclass', 'education', 'fnlwgt', 'native-country', 'sex', 'race']","[0.0382, 0.0295, 0.0276, 0.0241, 0.0167, 0.0103, 0.008, 0.006, 0.0056, 0.0038, 0.0034, 0.0021, 0.002, 0.0007]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016, 0.0018, 0.0087]",0.8539,0.8611
adult,original,BaggedNNFastAiTabularModel,0,"['capitalgain', 'marital-status', 'education-num', 'occupation', 'age', 'hoursperweek', 'relationship', 'workclass', 'capitalloss', 'native-country', 'education', 'fnlwgt', 'sex', 'race']","[0.038, 0.0297, 0.0282, 0.0246, 0.0174, 0.0094, 0.0067, 0.0067, 0.0051, 0.0048, 0.0026, 0.002, 0.0014, 0.0013]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0065, 0.0022, 0.0063]",0.8577,0.8649
adult,normal_easy,LGBModel,0,"['capitalgain', 'education-num', 'occupation', 'marital-status', 'relationship', 'age', 'hoursperweek', 'capitalloss', 'workclass', 'fnlwgt', 'native-country', 'education', 'sex', 'noise_3', 'noise_1', 'noise_2', 'race']","[0.0397, 0.0266, 0.0262, 0.024, 0.0219, 0.0177, 0.0092, 0.0039, 0.0027, 0.0022, 0.001, 0.0009, 0.0009, 0.0008, 0.0003, 0.0003, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005, 0.0004, 0.0068, 0.0047, 0.0003, 0.0021, 0.0431, 0.0166, 0.5525]",0.8524,0.8614
adult,normal_easy,BaggedLGBModel,0,"['capitalgain', 'education-num', 'occupation', 'marital-status', 'relationship', 'age', 'hoursperweek', 'workclass', 'capitalloss', 'fnlwgt', 'native-country', 'education', 'noise_3', 'noise_1', 'sex', 'noise_2', 'race']","[0.0383, 0.0306, 0.0287, 0.0247, 0.0228, 0.0171, 0.0097, 0.0053, 0.004, 0.002, 0.0016, 0.0009, 0.0008, 0.0006, 0.0004, 0.0003, 0.0002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014, 0.0, 0.009, 0.0665, 0.0166, 0.0791]",0.8582,0.8627
adult,normal_easy,NNFastAiTabularModel,0,"['capitalgain', 'education-num', 'marital-status', 'occupation', 'age', 'relationship', 'hoursperweek', 'capitalloss', 'education', 'noise_3', 'native-country', 'workclass', 'noise_2', 'sex', 'race', 'noise_1', 'fnlwgt']","[0.037, 0.0309, 0.0208, 0.0152, 0.0113, 0.0088, 0.0075, 0.0054, 0.0014, 0.0001, 0.0001, 0.0001, 0.0, -0.0002, -0.0003, -0.0003, -0.0004]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0028, 0.2748, 0.4156, 0.4303, 0.5, 0.6533, 0.9875, 0.8423, 0.7158]",0.8496,0.8608
adult,normal_easy,BaggedNNFastAiTabularModel,0,"['capitalgain', 'education-num', 'marital-status', 'occupation', 'age', 'relationship', 'hoursperweek', 'capitalloss', 'workclass', 'education', 'native-country', 'fnlwgt', 'noise_1', 'sex', 'noise_3', 'noise_2', 'race']","[0.0367, 0.0322, 0.0224, 0.0164, 0.0121, 0.0116, 0.0072, 0.0054, 0.0028, 0.0017, 0.0015, 0.0014, 0.0012, 0.0012, 0.0009, 0.0003, 0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026, 0.0003, 0.0024, 0.0116, 0.0128, 0.0054, 0.1466, 0.322]",0.8568,0.8639
adult,normal_hard,LGBModel,0,"['capitalgain', 'occupation', 'marital-status', 'education-num', 'relationship', 'age', 'hoursperweek', 'capitalloss', 'workclass', 'fnlwgt', 'noise_6', 'noise_4', 'noise_14', 'noise_11', 'sex', 'native-country', 'education', 'noise_5', 'noise_10', 'noise_7', 'noise_3', 'noise_8', 'noise_13', 'noise_12', 'noise_9', 'noise_1', 'noise_2', 'race']","[0.0401, 0.0265, 0.026, 0.0255, 0.0207, 0.0169, 0.0086, 0.0043, 0.0019, 0.0017, 0.0005, 0.0004, 0.0004, 0.0002, 0.0002, 0.0002, 0.0002, 0.0001, 0.0001, 0.0001, 0.0001, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0017, 0.0042, 0.0529, 0.0069, 0.0511, 0.1433, 0.2232, 0.0911, 0.0124, 0.0839, 0.1347, 0.3022, 0.438, 0.4295, 0.5, 0.5, 0.7223, 0.5839, 0.9467]",0.8523,0.8608
adult,normal_hard,BaggedLGBModel,0,"['capitalgain', 'education-num', 'occupation', 'marital-status', 'relationship', 'age', 'hoursperweek', 'workclass', 'capitalloss', 'fnlwgt', 'native-country', 'noise_2', 'noise_11', 'noise_6', 'education', 'noise_4', 'sex', 'race', 'noise_13', 'noise_14', 'noise_8', 'noise_12', 'noise_1', 'noise_5', 'noise_10', 'noise_7', 'noise_9', 'noise_3']","[0.039, 0.0309, 0.0273, 0.0266, 0.0215, 0.0169, 0.0094, 0.0044, 0.0038, 0.0018, 0.0012, 0.0006, 0.0004, 0.0004, 0.0003, 0.0003, 0.0003, 0.0003, 0.0002, 0.0002, 0.0002, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, -0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0038, 0.0001, 0.0021, 0.013, 0.0859, 0.176, 0.0624, 0.0454, 0.0195, 0.0242, 0.0809, 0.0434, 0.2069, 0.1196, 0.1114, 0.2669, 0.0839, 0.2707, 0.8283]",0.8585,0.8622
adult,normal_hard,NNFastAiTabularModel,0,"['capitalgain', 'education-num', 'marital-status', 'occupation', 'age', 'relationship', 'hoursperweek', 'capitalloss', 'workclass', 'native-country', 'fnlwgt', 'noise_8', 'education', 'noise_10', 'noise_13', 'noise_11', 'noise_9', 'noise_1', 'noise_14', 'noise_12', 'noise_4', 'sex', 'noise_3', 'noise_6', 'noise_2', 'noise_5', 'noise_7', 'race']","[0.0399, 0.0307, 0.0288, 0.0238, 0.0128, 0.01, 0.0082, 0.0062, 0.0033, 0.0029, 0.0021, 0.0017, 0.0016, 0.0012, 0.0011, 0.0011, 0.001, 0.0009, 0.0006, 0.0004, 0.0003, 0.0002, 0.0002, 0.0001, -0.0, -0.0, -0.0001, -0.0002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0008, 0.0006, 0.0008, 0.001, 0.0026, 0.0002, 0.002, 0.005, 0.0513, 0.0255, 0.141, 0.3245, 0.2354, 0.3462, 0.5442, 0.5687, 0.6114, 0.8169]",0.8509,0.8581
adult,normal_hard,BaggedNNFastAiTabularModel,0,"['capitalgain', 'education-num', 'marital-status', 'occupation', 'age', 'relationship', 'hoursperweek', 'capitalloss', 'workclass', 'native-country', 'education', 'fnlwgt', 'noise_14', 'sex', 'race', 'noise_8', 'noise_3', 'noise_5', 'noise_13', 'noise_6', 'noise_4', 'noise_10', 'noise_2', 'noise_9', 'noise_1', 'noise_12', 'noise_11', 'noise_7']","[0.0387, 0.0287, 0.0285, 0.0187, 0.0094, 0.0088, 0.0074, 0.0045, 0.0039, 0.0028, 0.0014, 0.0013, 0.0009, 0.0008, 0.0008, 0.0006, 0.0003, 0.0003, 0.0002, 0.0002, 0.0002, 0.0001, 0.0, -0.0, -0.0, -0.0002, -0.0004, -0.0004]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0044, 0.0275, 0.0092, 0.006, 0.0042, 0.0375, 0.2063, 0.2295, 0.3616, 0.3208, 0.2809, 0.3082, 0.4754, 0.5, 0.5194, 0.6796, 0.9018, 0.8215]",0.8557,0.8614
adult,shuffle_easy,LGBModel,0,"['capitalgain', 'marital-status', 'education-num', 'occupation', 'age', 'relationship', 'hoursperweek', 'capitalloss', 'fnlwgt', 'workclass', 'education', 'noise_3', 'native-country', 'sex', 'noise_1', 'noise_2', 'race']","[0.0365, 0.0245, 0.0243, 0.0238, 0.0168, 0.015, 0.0103, 0.0045, 0.0029, 0.0029, 0.0013, 0.0013, 0.0012, 0.0009, 0.0002, 0.0001, -0.0003]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005, 0.0001, 0.005, 0.0004, 0.0004, 0.0006, 0.0016, 0.0026, 0.9971]",0.8527,0.8618
adult,shuffle_easy,BaggedLGBModel,0,"['capitalgain', 'education-num', 'marital-status', 'occupation', 'relationship', 'age', 'hoursperweek', 'workclass', 'capitalloss', 'fnlwgt', 'native-country', 'noise_3', 'education', 'race', 'sex', 'noise_1', 'noise_2']","[0.0366, 0.0299, 0.0264, 0.0262, 0.0189, 0.0172, 0.0103, 0.0055, 0.0048, 0.0034, 0.0028, 0.0008, 0.0008, 0.0003, 0.0001, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0042, 0.0087, 0.0927, 0.2902, 0.3789, 0.8283]",0.8591,0.8626
adult,shuffle_easy,NNFastAiTabularModel,0,"['capitalgain', 'marital-status', 'education-num', 'occupation', 'age', 'hoursperweek', 'capitalloss', 'relationship', 'education', 'native-country', 'workclass', 'fnlwgt', 'noise_2', 'sex', 'noise_1', 'race', 'noise_3']","[0.0391, 0.0321, 0.0265, 0.0198, 0.0124, 0.007, 0.0048, 0.0045, 0.0031, 0.0024, 0.0021, 0.0016, 0.0008, 0.0003, -0.0001, -0.0003, -0.0003]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0009, 0.0014, 0.0069, 0.0313, 0.0406, 0.5879, 0.8745, 0.8967]",0.8503,0.8598
adult,shuffle_easy,BaggedNNFastAiTabularModel,0,"['capitalgain', 'marital-status', 'education-num', 'occupation', 'age', 'hoursperweek', 'relationship', 'workclass', 'capitalloss', 'education', 'native-country', 'sex', 'fnlwgt', 'race', 'noise_1', 'noise_2', 'noise_3']","[0.0384, 0.033, 0.0288, 0.0224, 0.011, 0.0071, 0.0059, 0.0053, 0.0047, 0.0033, 0.0033, 0.0018, 0.0018, 0.0011, 0.0009, 0.0008, 0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0001, 0.0, 0.0006, 0.0087, 0.0028, 0.0056, 0.0032, 0.3588]",0.8567,0.8631
adult,shuffle_hard,LGBModel,0,"['capitalgain', 'occupation', 'education-num', 'marital-status', 'relationship', 'age', 'hoursperweek', 'capitalloss', 'workclass', 'fnlwgt', 'native-country', 'noise_4', 'noise_14', 'sex', 'education', 'noise_1', 'noise_3', 'race', 'noise_8', 'noise_10', 'noise_2', 'noise_12', 'noise_6', 'noise_11', 'noise_9', 'noise_7', 'noise_13', 'noise_5']","[0.0398, 0.0253, 0.025, 0.0244, 0.0195, 0.0174, 0.0098, 0.0045, 0.0024, 0.0023, 0.0009, 0.0008, 0.0005, 0.0004, 0.0004, 0.0004, 0.0002, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0001, -0.0001, -0.0002, -0.0002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0026, 0.0025, 0.0003, 0.007, 0.1313, 0.0002, 0.1548, 0.3022, 0.5, 0.5, 0.5, 0.5, 0.5, 0.8283, 0.9481, 0.6909, 0.9925, 0.9935]",0.8528,0.8619
adult,shuffle_hard,BaggedLGBModel,0,"['capitalgain', 'education-num', 'occupation', 'marital-status', 'relationship', 'age', 'hoursperweek', 'workclass', 'capitalloss', 'fnlwgt', 'native-country', 'noise_7', 'education', 'noise_3', 'noise_4', 'sex', 'noise_5', 'race', 'noise_11', 'noise_14', 'noise_6', 'noise_10', 'noise_9', 'noise_8', 'noise_2', 'noise_13', 'noise_12', 'noise_1']","[0.0394, 0.0311, 0.028, 0.0251, 0.0219, 0.0179, 0.0105, 0.0051, 0.0045, 0.0027, 0.0015, 0.0014, 0.0011, 0.0006, 0.0006, 0.0005, 0.0004, 0.0003, 0.0003, 0.0002, 0.0001, 0.0, 0.0, 0.0, 0.0, -0.0001, -0.0001, -0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0001, 0.0012, 0.0022, 0.0165, 0.02, 0.005, 0.067, 0.0088, 0.0242, 0.1394, 0.5, 0.5, 0.5, 0.5, 0.8031, 0.9594, 0.8778]",0.8584,0.8615
adult,shuffle_hard,NNFastAiTabularModel,0,"['capitalgain', 'education-num', 'marital-status', 'occupation', 'age', 'relationship', 'hoursperweek', 'capitalloss', 'workclass', 'noise_4', 'noise_12', 'noise_5', 'native-country', 'sex', 'noise_13', 'noise_14', 'noise_3', 'noise_1', 'noise_8', 'race', 'noise_10', 'noise_2', 'noise_11', 'noise_9', 'noise_6', 'education', 'fnlwgt', 'noise_7']","[0.0352, 0.0296, 0.021, 0.0146, 0.0095, 0.0084, 0.0079, 0.0053, 0.0013, 0.0012, 0.0008, 0.0007, 0.0006, 0.0004, 0.0004, 0.0003, 0.0002, 0.0002, 0.0002, 0.0001, 0.0, -0.0001, -0.0001, -0.0002, -0.0002, -0.0004, -0.0007, -0.0009]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019, 0.0016, 0.0002, 0.0109, 0.0285, 0.2122, 0.0606, 0.1188, 0.1398, 0.341, 0.0982, 0.2543, 0.2777, 0.6109, 0.77, 0.9088, 0.7915, 0.7665, 0.9497, 0.9892]",0.8477,0.8604
adult,shuffle_hard,BaggedNNFastAiTabularModel,0,"['capitalgain', 'education-num', 'marital-status', 'occupation', 'relationship', 'age', 'hoursperweek', 'capitalloss', 'native-country', 'fnlwgt', 'workclass', 'sex', 'noise_1', 'noise_14', 'education', 'noise_5', 'noise_4', 'noise_7', 'noise_3', 'race', 'noise_6', 'noise_13', 'noise_8', 'noise_9', 'noise_2', 'noise_11', 'noise_10', 'noise_12']","[0.0355, 0.0334, 0.0229, 0.016, 0.0115, 0.0112, 0.0088, 0.0044, 0.0019, 0.0018, 0.0016, 0.0016, 0.0013, 0.001, 0.0009, 0.0008, 0.0007, 0.0006, 0.0006, 0.0005, 0.0004, 0.0004, 0.0003, 0.0002, 0.0002, 0.0002, 0.0, -0.0001]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006, 0.0315, 0.0027, 0.0011, 0.0091, 0.0028, 0.0226, 0.0322, 0.0079, 0.0493, 0.0724, 0.024, 0.0079, 0.1363, 0.0802, 0.0733, 0.2718, 0.2151, 0.3463, 0.6788]",0.8549,0.8597
